series,reporting_date,vintage_month,fico_low,fico_high,loan_count_current,loan_count_30_59,loan_count_60_plus,balance
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,500,510,6,1,2,134463.8
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,510,520,8,1,0,123631.43
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,520,530,12,2,2,227897.16999999998
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,530,540,16,0,1,345846.03
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,540,550,24,2,1,306222.5
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,550,560,27,4,0,523980.95999999996
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,560,570,50,4,0,842591.7599999998
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,570,580,51,3,4,920940.6499999998
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,580,590,235,14,8,4202174.389999999
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,590,600,282,25,16,5468458.420000009
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,600,610,360,31,9,6891024.590000001
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,610,620,353,19,11,6383865.599999998
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,620,630,729,27,9,13789926.85
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,630,640,629,29,13,11602115.069999991
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,640,650,1089,50,17,20619953.560000025
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,650,660,1019,30,19,18438963.389999975
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,660,670,1149,32,26,21312875.21000003
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,670,680,1094,22,12,20061441.56
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,680,690,836,17,11,14623722.909999998
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,690,700,756,7,7,12683220.659999998
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,700,710,888,13,8,15664404.509999992
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,710,720,796,13,4,13680809.309999997
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,720,730,944,9,7,16566091.789999997
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,730,740,813,5,1,14038285.569999987
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,740,750,681,7,2,12032047.90999999
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,750,760,579,2,2,9591617.22
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,760,770,473,6,3,8223738.549999999
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,770,780,396,2,3,6880214.52
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,780,790,380,1,1,6120474.500000002
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,790,800,332,0,0,5529449.590000002
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,800,810,307,0,0,5348303.19
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,810,820,245,2,0,4128462.68
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,820,830,263,0,0,4141340.240000001
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,830,840,244,0,1,4021739.7899999986
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,840,850,184,0,0,3078679.789999998
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,850,860,143,0,0,2341821.85
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,860,870,106,1,0,1742441.1499999994
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,870,880,55,0,0,899851.3400000001
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,880,890,27,0,0,483010.5199999999
California Republic Auto Receivables Trust 2017-1,2018-01-31,11,890,900,4,0,0,68917.76
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,500,510,4,0,1,37678.74
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,510,520,6,1,1,94020.49
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,520,530,7,2,1,120741.94
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,530,540,10,0,0,168872.6
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,540,550,18,0,0,152020.28
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,550,560,20,2,1,311674.48000000004
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,560,570,34,6,1,523538.4900000001
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,570,580,39,1,1,519355.32999999996
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,580,590,172,15,7,2627398.000000002
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,590,600,213,19,8,3349638.279999999
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,600,610,272,28,11,4504322.689999996
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,610,620,255,17,13,3994029.7600000007
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,620,630,548,28,8,8697604.289999997
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,630,640,466,21,21,7262839.569999989
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,640,650,838,37,19,13184376.729999993
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,650,660,752,28,19,11017392.850000007
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,660,670,922,27,16,13998065.170000017
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,670,680,863,27,11,13058688.539999992
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,680,690,662,13,7,9366631.719999995
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,690,700,594,14,7,8083284.730000005
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,700,710,718,9,9,10302086.640000002
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,710,720,633,11,5,8766426.700000005
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,720,730,759,14,7,10853267.450000001
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,730,740,669,2,2,9320374.889999997
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,740,750,553,8,3,8076547.549999997
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,750,760,468,5,1,6224025.96
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,760,770,379,3,3,5335162.3000000045
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,770,780,326,2,1,4468972.310000001
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,780,790,310,0,0,3973745.85
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,790,800,267,0,1,3548794.430000002
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,800,810,247,0,0,3395347.1100000013
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,810,820,203,0,0,2728350.9600000004
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,820,830,215,0,0,2694359.570000002
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,830,840,178,0,0,2419854.17
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,840,850,150,0,0,2057614.8799999994
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,850,860,116,2,0,1543518.7600000002
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,860,870,84,0,0,1120891.9899999998
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,870,880,48,0,0,581694.5599999999
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,880,890,23,0,0,314479.92000000004
California Republic Auto Receivables Trust 2017-1,2019-01-31,23,890,900,3,0,0,54255.88
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,500,510,2,1,1,20347.12
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,510,520,4,0,0,45443.37
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,520,530,5,1,1,60554.26
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,530,540,8,1,0,125409.43999999999
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,540,550,11,1,1,92154.94999999998
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,550,560,13,3,1,196453.27000000002
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,560,570,24,4,0,299242.08999999997
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,570,580,32,2,1,365511.45999999985
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,580,590,123,12,2,1419754.64
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,590,600,146,18,6,1907082.140000001
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,600,610,190,20,15,2596247.019999999
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,610,620,169,21,7,2202388.5800000005
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,620,630,400,29,9,5100433.179999998
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,630,640,354,18,10,4252283.84
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,640,650,644,32,14,7791005.250000004
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,650,660,546,21,16,6085542.579999997
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,660,670,670,29,12,8020749.649999998
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,670,680,663,20,12,7760351.969999996
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,680,690,495,10,4,5402341.68
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,690,700,440,13,4,4582127.349999995
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,700,710,542,16,5,5976926.259999997
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,710,720,474,9,5,5112757.479999996
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,720,730,580,4,4,6138217.950000005
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,730,740,508,5,3,5470739.070000005
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,740,750,412,7,2,4520187.199999996
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,750,760,360,6,1,3504731.800000002
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,760,770,290,4,3,3190689.5300000003
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,770,780,242,4,1,2532386.3700000006
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,780,790,236,1,0,2285823.8000000003
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,790,800,213,1,0,2101678.5799999996
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,800,810,189,0,0,1874698.2799999998
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,810,820,150,1,0,1491945.1299999992
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,820,830,156,0,0,1509724.8200000003
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,830,840,129,2,0,1322218.2200000002
California Republic Auto Receivables Trust 2017-1,2020-01-31,35,840,850,108,1,0,1146807.8799999997
