series,reporting_date,vintage_month,fico_low,fico_high,loan_count_current,loan_count_30_59,loan_count_60_plus,balance
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,410,420,1,0,0,7018.1
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,420,430,0,1,0,21228.03
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,430,440,1,0,0,8346.55
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,440,450,2,0,0,4060.26
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,450,460,7,0,0,88769.6
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,460,470,6,2,0,79000.32
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,470,480,11,0,0,101037.32999999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,480,490,10,1,0,127781.73999999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,490,500,21,0,1,202407.90999999997
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,500,510,24,1,0,222489.79
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,510,520,40,0,0,334411.64999999997
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,520,530,54,2,1,512386.76999999996
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,530,540,75,11,1,938426.3399999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,540,550,86,3,3,897346.9
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,550,560,136,5,2,1487855.3800000004
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,560,570,129,8,3,1562542.3499999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,570,580,188,6,3,2078539.6400000008
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,580,590,205,11,0,2243851.1
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,590,600,247,15,4,2842276.1299999985
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,600,610,321,7,5,3373066.1099999985
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,610,620,382,10,7,3984235.409999998
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,620,630,429,10,5,4507221.570000002
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,630,640,489,14,6,5038284.630000003
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,640,650,538,11,7,5662545.449999998
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,650,660,601,10,4,6023073.930000002
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,660,670,638,8,3,6007828.300000001
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,670,680,680,18,6,6873064.639999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,680,690,606,6,1,5875948.679999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,690,700,687,6,4,6487168.620000001
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,700,710,637,10,1,6033647.189999996
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,710,720,696,3,3,6092177.950000011
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,720,730,697,6,3,6175868.1600000085
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,730,740,655,4,5,5695059.929999995
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,740,750,661,2,0,5452868.700000001
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,750,760,624,4,1,5013570.390000001
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,760,770,668,2,0,5139729.96
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,770,780,690,0,1,5290571.97
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,780,790,629,1,0,4847414.25999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,790,800,695,1,0,5053496.159999999
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,800,810,743,0,0,5551571.220000008
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,810,820,803,1,0,5824354.360000003
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,820,830,774,1,0,5642066.060000004
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,830,840,845,0,0,6235293.929999997
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,840,850,760,0,0,5581590.889999991
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,850,860,718,1,0,5282743.3299999945
Ford Credit Auto Owner Trust 2017-A,2020-08-31,0,860,870,548,0,1,3918735.62
